,,,,,,,,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"300,000","360,000",$401,"$144,354,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"300,000","180,000",$217,"$39,051,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"520,000","156,000",$81,"$12,589,200",,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Exceptional Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$15,900,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$108
,Defenders,,,,1,1,-18,,,,,,465,"5,746","147,714",,,
,,1,Sleepless Sentinel,B,1,1,-18,0,400,"1,125","19,000",125,465,"5,746","147,714",,Ore Value,"$1,533,960,900"
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"80,000","1,280,000",$194,"$248,183,200",,,,,,,,,,,
,,,Bistot,"120,000","1,920,000",$156,"$300,093,600",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"160,000","800,000",$422,"$337,292,800",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"1,000,000","1,200,000",$401,"$481,180,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"1,000,000","600,000",$217,"$130,170,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"1,530,000","459,000",$81,"$37,041,300",,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Infrequent Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$5,800,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$108
,Defenders,,,,,,,,,,,,118,"1,210","53,667",,,
,,2,Awakened Defender,C,0,0,0,0,150,"1,480","15,000",185,59,605,"26,833",,Ore Value,"$1,055,701,600"
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"50,000","800,000",$194,"$155,114,500",,,,,,,,,,,
,,,Bistot,"70,000","1,120,000",$156,"$175,054,600",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"90,000","450,000",$422,"$189,727,200",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"800,000","960,000",$401,"$384,944,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"800,000","480,000",$217,"$104,136,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"1,930,000","579,000",$81,"$46,725,300",,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Isolated Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$1,800,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$122
,Defenders,,,,,,-6,,,,,,64,496,"14,750",,,
,,2,Emergent Patroller,F,0,0,0,0,35,"1,750","8,000",250,16,115,"3,000",,Ore Value,"$823,673,640"
,,1,Awakened Watchman,C,0,0,-6,0,150,"1,400","30,000",200,31,266,"8,750",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"36,000","576,000",$194,"$111,682,440",,,,,,,,,,,
,,,Bistot,"48,000","768,000",$156,"$120,037,440",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"72,000","360,000",$422,"$151,781,760",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"720,000","864,000",$401,"$346,449,600",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"720,000","432,000",$217,"$93,722,400",,,,,,,,,,,
,,,Plagioclase,,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,,0,$0,$0,,,,,,,,,,,
,,,Scordite,,0,$0,$0,,,,,,,,,,,
,,,Spodumain,,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Ordinary Permiter Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$2,000,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$154
,Defenders,,,,,,-6,,,,,,74,535,"13,000",,,
,,3,Emergent Patroller,F,0,0,0,0,35,"1,750","8,000",250,16,115,"3,000",,Ore Value,"$284,690,300"
,,2,Emergent Watchman,F,0,0,-3,0,35,"1,925","5,000",275,12,95,"2,000",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"10,000","160,000",$194,"$31,022,900",,,,,,,,,,,
,,,Bistot,"20,000","320,000",$156,"$50,015,600",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"20,000","100,000",$422,"$42,161,600",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"200,000","240,000",$401,"$96,236,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"200,000","120,000",$217,"$26,034,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"1,620,000","486,000",$81,"$39,220,200",,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Rarified Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$37,600,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$162
,Defenders,,,,1,3,-18,,,,,,616,"7,301","232,048",,,
,,2,Awakened Sentinel,C,0,1,0,0,150,"1,800","15,000",200,76,778,"42,167",,Ore Value,"$1,862,797,400"
,,1,Sleepless Sentinel,B,1,1,-18,0,400,"1,125","19,000",125,465,"5,746","147,714",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"100,000","1,600,000",$194,"$310,229,000",,,,,,,,,,,
,,,Bistot,"160,000","2,560,000",$156,"$400,124,800",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"200,000","1,000,000",$422,"$421,616,000",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"1,200,000","1,440,000",$401,"$577,416,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"1,000,000","600,000",$217,"$130,170,000",,,,,,,,,,,
,,,Plagioclase,,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"960,000","288,000",$81,"$23,241,600",,,,,,,,,,,
,,,Scordite,,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Uncommon Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$1,800,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$113
,Defenders,,,,,,-6,,,,,,80,576,"16,000",,,
,,2,Emergent Watchman,F,0,0,-3,0,35,"1,925","5,000",275,12,95,"2,000",,Ore Value,"$795,807,200"
,,1,Awakened Escort,C,0,0,0,0,150,980,"45,000",140,55,386,"12,000",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"40,000","640,000",$194,"$124,091,600",,,,,,,,,,,
,,,Bistot,"60,000","960,000",$156,"$150,046,800",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"70,000","350,000",$422,"$147,565,600",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"590,000","708,000",$401,"$283,896,200",,,,,,,,,,,
,,,Mercoxit,,0,$0,$0,,,,,,,,,,,
,,,Omber,"600,000","360,000",$217,"$78,102,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"500,000","150,000",$81,"$12,105,000",,,,,,,,,,,
,,,Scordite,,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Unexceptional Frontier Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$2,000,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$177
,Defenders,,,,,1,-6,,,,,,80,583,"11,300",,,
,,1,Emergent Escort,F,0,1,0,0,35,"2,100","5,000",300,23,163,"1,300",,Ore Value,"$589,132,500"
,,2,Emergent Patroller,F,0,0,0,0,35,"1,750","8,000",250,16,115,"3,000",,,
,,2,Emergent Watchman,F,0,0,-3,0,35,"1,925","5,000",275,12,95,"2,000",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"30,000","480,000",$194,"$93,068,700",,,,,,,,,,,
,,,Bistot,"50,000","800,000",$156,"$125,039,000",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"60,000","300,000",$422,"$126,484,800",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"400,000","480,000",$401,"$192,472,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"400,000","240,000",$217,"$52,068,000",,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,0,0,$0,$0,,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Unusual Core Deposit,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,"$5,800,000"
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$148
,Defenders,,,,,1,-6,,,,,,102,977,"39,083",,,
,,1,Awakened Defender,C,0,0,0,0,150,"1,480","15,000",185,59,605,"26,833",,Ore Value,"$1,209,287,900"
,,1,Awakened Upholder,C,0,1,-6,0,150,"1,728","30,000",216,43,372,"12,250",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,"70,000","1,120,000",$194,"$217,160,300",,,,,,,,,,,
,,,Bistot,"100,000","1,600,000",$156,"$250,078,000",,,,,,,,,,,
,,,Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Gneiss,"120,000","600,000",$422,"$252,969,600",,,,,,,,,,,
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,,
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"800,000","960,000",$401,"$384,944,000",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,"800,000","480,000",$217,"$104,136,000",,,,,,,,,,,
,,,Plagioclase,,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,,0,$0,$0,,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Shattered Debris Field,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$0
,Defenders,,,,,2,,,,,,,105,927,"35,233",,,
,,2,Emergent Defender,F,0,1,0,0,35,"2,160","6,500",270,23,161,"4,200",,Ore Value,"$1,595,012,260"
,,1,Awakened Defender,C,0,0,0,0,150,"1,480","15,000",185,59,605,"26,833",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Arkonor,0,0,$0,$0,,,,,,,,,,,Units
,,,Bistot,0,0,$0,$0,,,,,,,,,,Mexallon,"17,820,808"
,,,Crokite,0,0,$0,$0,,,,,,,,,,Isogen,"2,933,970"
,,,Dark Ochre,0,0,$0,$0,,,,,,,,,,Pyerite,"40,717,578"
,,,Gneiss,0,0,$0,$0,,,,,,,,,,Zydrine,"1,018,160"
,,,Hedbergite,0,0,$0,$0,,,,,,,,,,Megacyte,"440,550"
,,,Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Kernite,"230,408","276,490",$401,"$110,867,721",,,,,,,,,,,
,,,Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Omber,0,0,$0,$0,,,,,,,,,,,
,,,Plagioclase,0,0,$0,$0,,,,,,,,,,,
,,,Pyroxeres,"1,651,264","495,379",$81,"$39,977,101",,,,,,,,,,,
,,,Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,Concentrated Veldspar,0,0,$0,$0,,,,,,,,,,,
,,,Crystalline Crokite,0,0,$0,$0,,,,,,,,,,,
,,,Fiery Kernite,"21,344","25,613",$160,"$4,103,597",,,,,,,,,,,
,,,Gleaming Spodumain,0,0,$0,$0,,,,,,,,,,,
,,,Luminous Kermite,"233,146","279,775",$149,"$41,796,083",,,,,,,,,,,
,,,Massive Scordite,0,0,$0,$0,,,,,,,,,,,
,,,Monoclinic Bistot,"650,000","10,400,000",$19,"$198,009,500",,,,,,,,,,,
,,,Obsidian Ochre,0,0,$0,$0,,,,,,,,,,,
,,,Pristine Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Prime Arkonor,"375,000","6,000,000",$65,"$390,281,250",,,,,,,,,,,
,,,Prismatic Gneiss,"340,000","1,700,000",$463,"$787,593,000",,,,,,,,,,,
,,,Pure Jaspet,0,0,$0,$0,,,,,,,,,,,
,,,Radiant Hemorphite,0,0,$0,$0,,,,,,,,,,,
,,,Solid Pyroxeres,"316,370","94,911",$86,"$8,175,001",,,,,,,,,,,
,,,Viscous Pyroxeres,"407,602","122,281",$116,"$14,209,006",,,,,,,,,,,
,,,Vitreous Mercoxit,0,0,$0,$0,,,,,,,,,,,
,,,Vivid Hemorite,0,0,$0,$0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,Total m3: ,"19,394,448",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Shattered Ice Field,,,,,,,,,,,,,,,,,
,Ore Signature,,,,Effect(s),,,,,,Orbit,,,,,,Blue Loot,
,,Qty,Sleeper,Class,Scram,Web,Neut,RRep,Sig,Speed,Distance,Velocity,DPS,Alpha,EHP,,ISK/EHP,$0
,Defenders,,,,,2,,,,,,,105,927,"35,233",,,
,,2,Emergent Defender,F,0,1,0,0,35,"2,160","6,500",270,23,161,"4,200",,Ore Value,"$8,961,798,806"
,,1,Awakened Defender,C,0,0,0,0,150,"1,480","15,000",185,59,605,"26,833",,,
,,,,Units,m3,ISK/m3,ISK,,,,,,,,,,,
,Ore,,,,,,,,,,,,,,,,,
,,,Dark Glitter,"10,775","10,775,000",$254,"$2,738,644,469",,,,,,,,,,,
,,,Enriched Clear Icicle,"6,872","6,872,000",$159,"$1,093,885,785",,,,,,,,,,,
,,,Gelidus,"2,884","2,884,000",$253,"$729,914,819",,,,,,,,,,,
,,,Glare Crust,"4,080","4,080,000",$208,"$849,105,079",,,,,,,,,,,
,,,Krystallos,"2,620","2,620,000",$300,"$785,315,682",,,,,,,,,,,
,,,Pristine White Glaze,"6,200","6,200,000",$147,"$910,979,578",,,,,,,,,,,
,,,Smooth Glacial Mass,"6,454","6,454,000",$131,"$844,823,114",,,,,,,,,,,
,,,Thick Blue Ice,"6,868","6,868,000",$147,"$1,009,130,281",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,Total m3:,"46,753,000",,,,,,,,,,,,,
